TITEL;@Bild;Archivnummer;Schlagworte
Prost;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Getrдnke\Prost\LZ_TB_Lebensmittel_Getraenke_Prost_61098155_32zu9.jpg ;61098155;Prost, Freundschaft, Senioren, Bier, Flussufer, Natur, Freizeit, Herbst, Entspannung, gemeinsames Trinken, Outdoor
Radfahren_Regen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Radfahren\Radfahren_Regen\LZ_TB_Radfahren_Regen_35715679_32zu9.jpg ;35715679;Stadtverkehr, Fahrradfahrer, Regen, nasse Straяen, Abenddдmmerung, Bewegung, Lichter, Verkehr, urbane Mobilitдt, Pendler
Radweg;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Radweg\Radweg\LZ_TB_Radweg_45916947_32zu9.jpg ;45916947;Fahrradweg, Radfahrer, Kindersitz, Fahrradhelm, Verkehrssicherheit, rote Markierung, Mutter und Kind, Stadtradfahren, Radfahren, Radweg
Razzia;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Razzia\LZ_TB_Razzia_934798_32zu9.jpg ;934798;Razzia, Polizeieinsatz, Festnahme, Polizeiwagen, Straяensperre, Sicherheitskrдfte, Verhaftung, Verdдchtige, Decke, Ordnungshьter, Strafverfolgung
Regen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Regen\Themenbild Regen01\LZ_TB_Regen01_Auto_36673585_32zu9.jpg ;36673585;Regen, Autoverkehr, verschwommene Lichter, nasse Windschutzscheibe, Abenddдmmerung, Stadtverkehr, Regentropfen, Stau, urbane Atmosphдre, schlechtes Wetter
Regen_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Regen\Themenbild Regen02\LZ_TB_Regen02_21202872_32zu9.jpg ;21202872;Regen, Frau mit Regenschirm, pinker Schirm, nasse Straяen, Abend, Stadt, Spiegelungen, regnerisches Wetter, Gehweg, urbane Szene
Regen_Kцln;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Regen\Themenbild Regen Kцln\LZ_TB_Regen_Kцln_35772607_32zu9.jpg ;35772607;Regentropfen, Fensterscheibe, verschwommene Stadt, Sonnenuntergang, Kцln, Dom, Rhein, Regenwetter, stimmungsvolle Atmosphдre, urbane Landschaft, Regen
RettungsWagen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Rettungsdienst\RettungsWagen\LZ_TB_RettungsWagen_1767009_32zu9.jpg ;1767009;Krankenwagen, Rettungsdienst, Notfall, Blaulicht, Einsatz, Nacht, Ambulanz, Erste Hilfe, Notruf, Rettung, Rettungswagen
Rheinufer;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Orte\Rheinufer\LZ_TB_Rheinufer_61332088_32zu9.jpg ;61332088;Rheinufer, Sommer, Entspannung, Rhein, Sonnenuntergang, Brьcke, Liegestьhle, Freizeit, Ausblick, Drauяen, Urlaub
RoteKreuz;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Rettungsdienst\RoteKreuz\LZ_TB_RotesKreuz_51680635_32zu9.jpg ;51680635;Rotes Kreuz, Erste Hilfe, Sanitдter, Deutsches Rotes Kreuz, Notfallversorgung, Rettungsdienst, Veranstaltung, Einsatzleitung, Sicherheit, Medizinische Hilfe, Menschenmenge
Schnee;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Schnee\Themenbild_Schnee01\LZ_TB_Schnee01_19991906_32zu9.jpg ;19991906;Winterlandschaft, Flussufer, Schnee, Bдume ohne Blдtter, ruhige Natur, Winterspaziergang, frostiger Tag, klare Luft, Wasserreflexion, lдndliche Szene, Winter
Schnee2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Schnee\Themenbild_Schnee02\LZ_TB_Schnee02_59375300_32zu9.jpg ;59375300;Winter, verschneiter Park, Flussufer, Spaziergang, schneebedeckte Bдume, kalter Tag, Menschen im Park, Erholung im Freien, Sitzbank, Stadtlandschaft, Schnee
Schule_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Schule\Schule_1\LZ_TB_Schule_61382193_32zu9.jpg ;61382193;Schьler, Tafel, Mathematik, Schule, Unterricht, Zahlen, Bildung, Lernen, Klassenzimmer, Tafelarbeit
Schule_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Schule\Schule_2\LZ_TB_Schule_2_37184791_32zu9.jpg ;37184791;Schulkinder, Rucksдcke, Schule, Eingang, Grundschule, Lernen, Klassenzimmer, Bildung, Schulweg, Gemeinschaft
Schule_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Schule\Schule_3\LZ_TB_Schule_3_61352289_32zu9.jpg ;61352289;Schulkinder, Schulweg, Rucksдcke, Grundschule, Bildung, Mдdchen, Sicherheit, Alltag, Lernen, Fuяweg, Schule
Schule_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Schule\Schule_4\LZ_TB_Schule_4_61352222_32zu9.jpg ;61352222;Sportunterricht, Mдdchen, Turnhalle, Ballspiel, Basketball, Bewegung, Teamarbeit, Schulaktivitдten, Fitness, Spaя, Schule
Schьtzenfest_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Schьtzenfest\Schьtzenfest_2\LZ_TB_Schьtzenfest_24890494_32zu9.jpg ;24890494;Schьtzenfest, Festumzug, traditionelle Tracht, Schьtzenverein, Gemeinschaft, grьne Uniformen, Brauchtum, Parade, Deutschland, Volksfest
Schwдne;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tiere\Schwдne\LZ_TB_Schwдne_61672123_32zu9.jpg ;61672123;Schwдne, See, Wasservцgel, weiяe Schwдne, Natur, Tierwelt, Schwarm, Vogelbeobachtung, Wasseroberflдche, elegante Vцgel
Schwimmbad;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Orte\Schwimmbad\LZ_TB_Schwimmbad_61332033_32zu9.jpg ;61332033;Schwimmbad, Hallenbad, Schwimmen, Sport, Wasser, Bahnen, Freizeit, Schwimmhalle, Architektur, Fitness
Schwimmen_Unterwasser_Pool_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Schwimmen\Schwimmen_Unterwasser_Pool_03\LZ_TB_Unterwasser_Pool_3_45834818_32zu9.jpg ;45834818;Schwimmen, Unterwasserkamera, Schwimmbad, Pool, Sport, Wassersport, Unterwasseraufnahme, Fitness, Schwimmtraining, Bewegung
SEK_Einsatz;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\SEK\SEK_Einsatz\LZ_TB_EK_Einsatz_47425_32zu9.jpg ;47425;SEK, Polizei, Spezialeinheit, Einsatz, SWAT, Sicherheitskrдfte, Zugriff, Razzia, Gebдude, Gefahr, Ausrьstung
Siegen - Untere Schloss;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebдude_Landmarks\Siegen_Suedwestfalen\Siegen - Untere Schloss\LZ_TB_Siegen_UntereSchloss_255041_32zu9.jpg ;255041;Schlossplatz, historische Architektur, Barockstil, Deutschland, Schlossgebдude, Kulturstдtte, Tourismus, цffentlicher Platz, Stadtzentrum, Sehenswьrdigkeit, Schloя, Siegen
Silvester;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Silvester\Siilvester 01\LZ_TB_Silvester_1_55858865_32zu9.jpg ;55858865;Feuerwerk, Nachthimmel, bunte Lichter, Silvester, Festlichkeit, Feier, Pyrotechnik, Neujahr, Explosionen, Lichtspektakel
Sommer_Landschaft ;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Sommer\Themenbild Landschaft\LZ_TB_Landschaft_60815324_32zu9.jpg ;60815324;Landschaft, Sonnenuntergang, Fluss, Feldweg, Sonnenblumen, Natur, Sommer, Abendstimmung, blauer Himmel, Idylle
Sommer_Sonnenblume;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Sommer\Themenbild Sonnenblume\LZ_TB_Sonnenblume_60815325_32zu9.jpg ;60815325;Sonnenblumenfeld, Sommer, Sonne, blauer Himmel, Natur, Landwirtschaft, Blьten, Landschaft, Wolken, Sonnenschein, Sonnenblume
Sonne;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Sonnig\Themenbild Sonne\LZ_TB_Sonnig_60730329_32zu9.jpg ;60730329;Landstraяe, Sonnenschein, lдndliche Landschaft, Asphaltstraяe, Kurve, grьnes Feld, blauer Himmel, Natur, Frьhlingstag, Autofahrt, Sonne
Sonne_Wald;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Sonnig\Themenbild Sonne Wald\LZ_TB_Sonne_Wald_60949594_32zu9.jpg ;60949594;Wald, Sonnenstrahlen, grьne Bдume, Natur, Frьhlingswald, Lichtdurchflutung, ruhige Atmosphдre, Waldspaziergang, dichte Vegetation, friedliche Landschaft, Sonne
Sonnenaufgang_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenaufgang\Sonnenaufgang_1\LZ_TB_Sonnenaufgang_1319111_32zu9.jpg ;1319111;Jogger, Sonnenuntergang, Silhouette, Wolkenhimmel, Outdoor-Aktivitдt, Natur, Laufen, Bewegung, Fitness, Abendstimmung, Sonnenaufgang
Sonnenaufgang_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenaufgang\Sonnenaufgang_3\LZ_TB_Sonnenaufgang_3_56958632_32zu9.jpg ;56958632;Sonnenaufgang, Nebel, Landschaft, Hьgel, Morgenstimmung, Natur, Felder, idyllisch, Weite, Ruhe
Sonnenaufgang_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenaufgang\Sonnenaufgang_4\LZ_TB_Sonnenaufgang_4_14673898_32zu9.jpg ;14673898;Nordic Walking, Silhouette, Sonnenuntergang, Spaziergang, Hund, Bewegung, Outdoor-Aktivitдt, Natur, Fitness, Abendhimmel
Sonnenaufgang_6;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenaufgang\Sonnenaufgang_6\LZ_TB_Sonnenaufgang_6_253412_32zu9.jpg ;253412;Brьcke, Fluss, Sonnenuntergang, Ufer, Spiegelung, Winterlandschaft, Architektur, Rhein, Abendstimmung, Natur
Sonnenaufgang_7;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenaufgang\Sonnenaufgang_7\LZ_TB_Sonnenaufgang_7_48382725_32zu9.jpg ;48382725;Rehe, Nebel, Morgenstimmung, Wildtiere, Natur, Dдmmerung, Silhouette, Wald, ruhige Landschaft, Feld, Sonnenaufgang
Sonnenuntergang ;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_0\LZ_TB_Sonnenuntergang_0_55569551_32zu9.jpg ;55569551;Sonnenuntergang, Grдser, Natur, Abendstimmung, Pflanzen, Landschaft, Sonnenlicht, Dдmmerung, ruhige Szene, Feld
Sonnenuntergang_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_1\LZ_TB_Sonnenuntergang_1_7177662_32zu9.jpg ;7177662;Sonnenuntergang, Kцln, Rhein, Hohenzollernbrьcke, Nachtleben, romantischer Abend, Paar, Stadtansicht, beleuchtete Brьcke, Dom, Uferpromenade
Sonnenuntergang_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_2\LZ_TB_Sonnenuntergang_56774650_2_32zu9.jpg ;56774650;Wolkenhimmel, Sonnenuntergang, Landschaft, stьrmischer Himmel, dramatische Wolken, Wetterstimmung, Abenddдmmerung, Natur, Windrдder, Horizont
Sonnenuntergang_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_3\LZ_TB_Sonnenuntergang_56555645_3_32zu9.jpg ;56555645;Fernsehturm, Sonnenuntergang, Silhouette, Himmel, Abendrot, Architektur, Kцln, stimmungsvolle Beleuchtung, Turmspitze, Dдmmerung
Sonnenuntergang_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_4\LZ_TB_Sonnenuntergang_4_56389214_32zu9.jpg ;56389214;Hohenzollernbrьcke, Kцlner Dom, Sonnenuntergang, Rhein, Silhouette, Abendstimmung, Architektur, Brьcke, Kцln, dramatischer Himmel
Sonnenuntergang_5;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_5\LT_TB_Sonnenuntergang_5_40462158_32zu9.jpg ;40462158;Sonnenuntergang, Windrad, Landschaft, Himmel, Farbenpracht, Abendhimmel, Energie, Hьgel, Silhouette, Natur
Sonnenuntergang_6;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_6\LZ_TB_Sonnenuntergang_6_23719422_32zu9.jpg ;23719422;Sonnenuntergang, Silhouette, Fluss, Spiegelung, Abenddдmmerung, Natur, Turm, ruhige Landschaft, Wasseroberflдche, Bдume
Sonnenuntergang_7;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_7\LZ_TB_Sonnenuntergang_7_1450239_32zu9.jpg ;1450239;Wanderer, Oelberg, Siebengebirge, Sonnenuntergang, Rheinsteig, Aussicht, Natur, Herbstlandschaft, Nordrhein-Westfalen, Drachenfels
Sonnenuntergang_8;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Tageszeiten\Sonnenuntergang\Sonnenuntergang_8\LZ_TB_Sonnenaufgang_Koeln_8_51102887_32zu9.jpg ;51102887;Kцln, Kцlner Dom, Rhein, Hohenzollernbrьcke, Nachtansicht, Skyline, beleuchtete Stadt, Sonnenuntergang, Fluss, Sehenswьrdigkeiten
sozialer Wohnungbau;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\sozialer Wohnungbau\Soz_Wohnb_Bau\LZ_TB_Sozialer_Wohnungsbau_28568001_32zu9.jpg ;28568001;sozialer Wohnungbau, Baustelle, Warnleuchte, Kran, Bauarbeiten, Sicherheit, Gebдude, Baukran, Straяenarbeiten, Bauprojekt, Stadtentwicklung
sozialer Wohnungbau_Pikto;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\sozialer Wohnungbau\Soz_Wohnb_Pikto\LZ_TB_Sozialer_Wohnungsbau_Pikto_61354025_32zu9.jpg ;61354025;sozialer Wohnungbau, Haus, Lupe, Immobilienmarkt, Wohnen, Hauskauf, Eigenheim, Symbol, Immobilienbewertung, Recherche
Spargelfeld;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Landarbeit_Anbau\Spargelfeld\LZ_TB_Spargelfeld_Bild_35719947_32zu9.jpg ;35719947;Spargelfeld, Landwirtschaft, Anbau, Agrarwirtschaft, Spargelernte, Ackerbau, Freilandanbau, Frьhling, Feldarbeit, lдndliche Landschaft
Sprungturm;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Schwimmen\Sprungturm\LZ_TB_Sprungturm_29721653_32zu9.jpg ;29721653;Sommerspaя, Sprungturm, Silhouette, Sonne, Schwimmbad, Sommer, Freiheit, Abenteuer, Freibad, Outdoor-Aktivitдt
St Martin;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\St. Martin\St Martin 01\LZ_TB_St Martin_57206939_32zu9.jpg ;57206939;Laternenumzug, St. Martin, Laternenfest, Kinder, Lichter, Herbsttradition, Laternen mit Sternen, Martinsumzug, Abendstimmung, Gemeinschaftsveranstaltung
Stau ;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Stau\stau_1\LZ_TB_Stau_1_55656526_32zu9.jpg ;55656526;Stau, Autobahn, Verkehrschaos, Rettungsgasse, Autoschlange, Verkehr, Reiseverkehr, Verkehrsstau, №berlastung, Verkehrsmeldung
Stau_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Stau\stau_2\LZ_TB_Stau_2_28314830_32zu9.jpg ;28314830;Stau, Autobahn, Kцln, Berufsverkehr, Verkehrsstau, Lkw-Verkehr, №berlastung, Abendverkehr, Verkehrschaos, Straяenverkehr
Stau_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Stau\stau_3\LZ_TB_Stau_3_53838499_32zu9.jpg ;53838499;Ampel, Rotlicht, Verkehrsstau, Autos, Stadtverkehr, Rushhour, Verkehrskontrolle, Straяenverkehr, Stau, Rьcklichter
Straяensperrung;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Straяensperrung\sperrung_1\LZ_TB_Sperrung_25574743_32zu9.jpg ;25574743;Straяensperre, Verbotsschild, Baustellenabsperrung, rote Warnlichter, gesperrte Straяe, Verkehrshindernis, Fahrverbot, Straяenbau, Sicherheitsmaяnahmen, Verkehrsregelung
Straяensperrung_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Straяensperrung\sperrung_2\LT_TB_Sperrung_2_27878658_32zu9.jpg ;27878658;Straяensperre, Verbotsschild, Baustellenabsperrung, gesperrte Straяe, Warnbake, Verkehrszeichen, Fahrverbot, Sicherheitsabsperrung, Landstraяe, Baustellenbereich
Strom;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Energie_Kraftstoffe\Stromtrassen\Strom\LZ_TB_Strom_43358134_32zu9.jpg ;43358134;Stromleitung, Windrad, Sonnenuntergang, Energie, Infrastruktur, Elektrizitдt, erneuerbare Energien, Energiewirtschaft, Landschaft, Umwelt, STrom, Energie, Kraftstoffe
Strom_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Energie_Kraftstoffe\Stromtrassen\Strom_2\LZ_TB_Strom_2_49906922_32zu9.jpg ;49906922;Stromleitungen, Hochspannungsmast, Elektrizitдt, Energieversorgung, Infrastruktur, Stromnetz, blaue Stunde, Energiewirtschaft, Netzwerktechnik, Himmel, Strom, Energie, Kraftstoffe
Theater_01;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Theater\Themenbild_Theater_01\LZ_TB_Theater_1_60916323_32zu9.jpg ;60916323;Theater, roter Vorhang, Bьhne, Spotlicht, Auffьhrung, Show, Vorstellung, Bьhnenbild, Schauspiel, Event
Tierhaltung, Hausschwein;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Tierhaltung\Hausschwein\LZ_TB _61390484_Hausschwein_32zu9.jpg ;61390484;Schweine, Ferkel, Bauernhof, Tierfamilie, Landwirtschaft, Nutztier, Schweinezucht, Freilandhaltung, Tierbabys, Landleben
Tierhaltung, Huhn, Hahn2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Tierhaltung\Huhn\Hahn_2\LZ_TB_61390899_Hahn_2_32zu9.jpg ;61390899;Hahn, Hьhner, Freilandhaltung, Bauernhof, Landwirtschaft, Geflьgel, Weide, Natur, Tierhaltung, Landleben
Tierhaltung, Kuh;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Tierhaltung\Kuh\LZ_TB _44336684_Kuh_32zu9.jpg ;44336684;Kьhe, Weide, Rinder, Kдlber, Landwirtschaft, Viehzucht, Natur, Bauernhof, Tierhaltung, Grasland, kuh
Tierhaltung, Lдmmer;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Tierhaltung\Lдmmer\LZ_TB _43319195_Laemmer_32zu9.jpg ;43319195;Lдmmer, Schafe, Natur, Frьhling, Weide, Jungtiere, Bauernhof, Tierwelt, Landwirtschaft, Tierbabys
Tomaten;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Gemьse\Tomaten\LZ_TB_Tomaten_61357604_32zu9.jpg ;61357604;Tomaten, Gemьseanbau, Tomatenpflanze, Ernte, Garten, reife Tomaten, Bioanbau, Gartengemьse, Sommerernte, Pflanzenpflege
Treibgut_Sammler_Rhein_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Muell\Muell_Sammler\Muell_Treibgut_Sammler_3\LZ_TB_Muell_Treibgut_Sammler_Rhein_3_61768941_32zu9.jpg ;61768941;Umweltschutz, Mьllsammelaktion, Flussufer, Freiwillige, Naturreinigung, Abfallentsorgung, Nachhaltigkeit, Gemeinschaftsaktion, Landschaftspflege, Gewдsserschutz,Nachhaltigkeit, Rhein,Uferreinigung, Natur
Tretboot_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Tretboot\Tretboot1\LZ_TB_Tretboot_1_37243318_32zu9.jpg ;37243318;Tretboot, See, Sommer, Familie, Freizeit, Natur, Wasser, Erholung, Park, Ausflug
Tretboot_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Tretboot\Tretboot2\LZ_TB_Tretboot_2_87919_32zu9.jpg ;87919;Tretboot, Fluss, Natur, Sommer, Freizeit, Wasser, Erholung, Landschaft, Ausflug, Outdoor-Aktivitдt
Umleitung;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Umleitung\Umleitung_1\LT_TB_Umleitung_1_61298444_32zu9.jpg ;61298444;Umleitung, Verkehrszeichen, U1, Richtungspfeil, Straяenschild, Verkehrsumleitung, Baustellenumleitung, Stadtverkehr, gelbes Schild, Verkehrsfьhrung
Umleitung_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Umleitung\Umleitung_2\LZ_TB_Umleitung_2_61298443_32zu9.jpg ;61298443;"
Baustelle, Straяensperrung, Warnleuchten, Absperrung, Verkehrssicherung, Straяenbau, Sicherheitsmaяnahme, Baustellenabsicherung, Verkehrswarnung, Gelblichter"
Unfall;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Unfall\Unfall_1\LZ_TB_Unfall_1_47494982_32zu9.jpg ;47494982;Unfall, Polizeieinsatz, Blaulicht, Nacht, Notfall, Verkehrsunfall, Einsatzfahrzeug, Straяensperrung, Rettungsdienste, Gefahrensituation
Unwetter;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Gewitter\Themenbild Unwetter\LZ_TB_Unwetter_61474594_32zu9.jpg ;61474594;Unwetter, dunkle Wolken, Sturm, Gewitterfront, dramatische Landschaft, Regen, Himmel bei Sonnenuntergang, Naturgewalt, Wetterphдnomen, lдndliche Szene
Vegan;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Vegan\LZ_TB_Lebensmittel_Vegan_1_61360150_32zu9.jpg ;61360150;Karotten, Mцhren, Gemьse, Bio, Frische, Markt, Ernte, gesund, Wurzelgemьse, Landwirtschaft, Vegan
Verbrechen_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Symbolbilder\Verbrechen\Verbrechen2\LZ_TB_Verbrechen2-Symbol_60932769_32zu9.jpg ;60932769;Polizei, Spezialeinheit, Einsatzkrдfte, Sicherheit, Polizeiuniform, Maskenpflicht, Stadt, Ordnungskrдfte, Bewaffnete Polizisten, Einsatz
Wahlen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Politik\Wahlen\LZ_TB_Wahlen_44606754_32zu9.jpg ;44606754;Wahl, Stimmabgabe, Demokratie, Abstimmung, Wahllokal, Politik, Wдhler, Bьrgerbeteiligung, Wahlurne, Wahlen
Waldlandschaft Im Wald_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landschaften\Waldlandschaft\ImWald_2\LZ_TB_Waldlandschaft_imWald_2_60949599_32zu9.jpg ;60949599;Wald, Natur, Waldweg, Bдume, Sonnenlicht, Wanderweg, grьne Blдtter, Sommer, Erholung, Landschaft
Waldlandschaft Im Wald_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landschaften\Waldlandschaft\ImWald\LZ_TB_Waldlandschaft_imWald_26328514_32zu9.jpg ;26328514;Wald, Sonnenstrahlen, Natur, Wanderweg, Bдume, Herbst, Morgenlicht, Ruhe, Waldlandschaft, Schatten
Wandern_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Wandern\Wandern_01\LZ_TB_Wandern_1_60939355_32zu9.jpg ;60939355;Wandern, Natur, Unschдrfe, Abenteuer, Landschaft, Outdoor, Bewegung, Silhouette, Rucksack, Freizeit
